,element_type,osmid,highway,name,network,public_transport,geometry,bench,operator,ref_name,route_ref,shelter,tactile_paving,bicycle_parking,bus,lines,wheelchair,designation,local_ref,source,bin,lastcheck,passenger_information_display,name:HVV,lit,check_date:shelter,wheelchair:description,covered,note,ref,departures_board,fixme,removed:ref_name,network:wikidata,network:wikipedia,description,comment,name:note,toilets:wheelchair,check_date:tactile_paving,level,network:short,name:description,line,check_date:bench,amenity,loc_name,railway,name:source,shelter:description,surface,nodes,layer,x,y
337,node,7087531166,bus_stop,Kreuzkamp,HVV,platform,POINT (10.4364118 53.286404),no,KVG,"Adendorf, Kreuzkamp",,no,no,,,,,,,,,,,,,2021-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4364118,53.286404
338,node,395382564,bus_stop,Robert-Koch-Straße,HVV,platform,POINT (10.4528497 53.2840109),no,KVG,"Adendorf, Robert-Koch-Straße",,no,no,,,,,,,,,,,,,,,,,,,Lage geschätzt,,,,,,,,,,,,,,,,,,,,,,10.4528497,53.2840109
339,node,178823219,bus_stop,Friedhof,HVV,platform,POINT (10.4481389 53.2855037),no,KVG,"Adendorf, Dorfstraße Friedhof",,no,no,,,5007,,,,,,,,,,2020-12-30,,,,,,,,,,,,,,2020-12-30,,,,,,,,,,,,,,10.4481389,53.2855037
340,node,392592179,bus_stop,Heinrich Heine Siedlung,HVV,platform,POINT (10.464871 53.2786754),no,KVG,"Adendorf, Heinrich Heine Siedlung",5007;5925;AST,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.464871,53.2786754
341,node,395382514,bus_stop,An der Bünte,HVV,platform,POINT (10.4601337 53.2803412),no,KVG,"Adendorf, An der Bünte",,no,no,,,5007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4601337,53.2803412
342,node,3082975140,bus_stop,Heinrich-Hille-Straße,HVV,platform,POINT (10.4428154 53.2861609),yes,KVG,"Adendorf, Heinrich-Hille-Straße",,yes,no,,,,,,,,,,,,,2021-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4428154,53.2861609
343,node,1119349016,bus_stop,Weinbergsweg,HVV,platform,POINT (10.4327 53.2853082),yes,KVG,"Adendorf, Weinbergsweg",,no,no,,,,,,,,yes,,,,yes,2021-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4327,53.2853082
351,node,339316060,bus_stop,"Radenbeck, Linnenkamp",HVV,platform,POINT (10.6277678 53.2215393),yes,,,5114;5362,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6277678,53.2215393
352,node,9029022165,bus_stop,"Radenbeck, Dorfstraße",HVV,platform,POINT (10.6301273 53.224299),,,,,yes,,,,5362;5104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6301273,53.224299
353,node,8192691432,bus_stop,Siedlung,HVV,platform,POINT (10.5916573 53.2412736),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5916573,53.2412736
355,node,376360688,bus_stop,"Brietlingen, Am Sportplatz",,platform,POINT (10.436449 53.3191189),yes,,,5900;ASM,yes,yes,,,,,,,,yes,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.436449,53.3191189
357,node,3206896896,bus_stop,Goebelstraße,HVV,platform,POINT (10.4167169 53.26866),,KVG,"Lüneburg, Goebelstraße",5005;ASM,no,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4167169,53.26866
358,node,2681822369,bus_stop,"Echem, Schulstraße",,platform,POINT (10.5430609 53.3376807),yes,,,5102;5901;5902;5917,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5430609,53.3376807
359,node,301562204,bus_stop,Grüner Weg,HVV,platform,POINT (10.432352 53.272947),no,KVG,"Adendorf, Grüner Weg",,no,no,,yes,,,,,,yes,,,,no,,,,Position eingemessen,,,,,,,,,,,,,,,,,,,,,,,,,10.432352,53.272947
360,node,301562172,bus_stop,Lindenweg,HVV,platform,POINT (10.4380841 53.2730333),,KVG,"Adendorf, Lindenweg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4380841,53.2730333
362,node,2362894581,bus_stop,Otto-Brenner-Straße (Kehre),HVV,platform,POINT (10.4837546 53.2364276),no,KVG,"Lüneburg, Otto-Brenner-Straße (Kehre)",5010,no,no,,,5010,,,,,no,20141026,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4837546,53.2364276
363,node,382011053,bus_stop,"Brietlingen, Stettiner Ring",,platform,POINT (10.4441547 53.3134023),yes,,,5903;5904,yes,no,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4441547,53.3134023
365,node,7207493398,bus_stop,Sternkamp,HVV,platform,POINT (10.4057395 53.2669292),no,KVG,"Lüneburg, Sternkamp",5002;5402;5405;ASM,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4057395,53.2669292
366,node,288004885,bus_stop,Kirchweg,HVV,platform,POINT (10.436374 53.278698),no,KVG,"Adendorf, Kirchweg",,no,no,,,,,,,,yes,,,,no,2021-02-27,,,Position eingemessen,,,,,,,,,,,,,,,,,,,,,,,,,10.436374,53.278698
368,node,301881047,bus_stop,Bunsenstraße,HVV,platform,POINT (10.4412818 53.2495011),yes,KVG,"Lüneburg, Bunsenstraße",,yes,no,,yes,5012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4412818,53.2495011
369,node,275637762,bus_stop,Bachstraße,HVV,platform,POINT (10.4400425 53.2473918),no,KVG,"Lüneburg, Bachstraße",,no,no,,yes,5012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4400425,53.2473918
370,node,369971304,bus_stop,Rosenkamp,HVV,platform,POINT (10.3790788 53.2244958),,KVG,"Lüneburg, Rosenkamp",,yes,yes,,yes,"5007,5920",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3790788,53.2244958
371,node,1602198371,bus_stop,Schmiedestraße,HVV,platform,POINT (10.3767866 53.2247574),,KVG,"Lüneburg, Schmiedestraße",,no,,,yes,"5007,5920",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3767866,53.2247574
373,node,369971275,bus_stop,Rehrweg,HVV,platform,POINT (10.3725779 53.2263697),no,KVG,"Lüneburg, Rehrweg",,yes,yes,,yes,"5007,5920",,,,,no,,,,,,"Kein Kasseler Bord, aber Hochbord",,,,,,,,,,,,,2021-01-09,,,,,,,,,,,,,,10.3725779,53.2263697
376,node,452899291,bus_stop,"Wittorf, Wiesenstraße",HVV,platform,POINT (10.3800426 53.3322006),yes,KVG,,5402;5405,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3800426,53.3322006
377,node,382390323,bus_stop,Volgershall/UNI,HVV,platform,POINT (10.3840653 53.249349),no,KVG,"Lüneburg, Volgershall/UNI",,no,yes,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3840653,53.249349
378,node,113588289,bus_stop,Städtisches Klinikum,HVV,platform,POINT (10.397306 53.2407753),yes,KVG,"Lüneburg, Städtisches Klinikum",,yes,no,,yes,"5920, 5003",yes,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,10.397306,53.2407753
380,node,489755257,bus_stop,"Lüdersburg, Kirchtwiete",,platform,POINT (10.5738389 53.3204039),no,,,5104;5901;ASM,no,no,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5738389,53.3204039
382,node,260371872,bus_stop,Abzweigung Jürgenstorf,HVV,platform,POINT (10.5951755 53.3304483),,,"Lüdersburg, Abzweigung Jürgenstorf",5901,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5951755,53.3304483
383,node,1524824915,bus_stop,Melbeck Grundschule,HVV,platform,POINT (10.404557 53.1787734),,,,,yes,,,,5600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.404557,53.1787734
384,node,294218205,bus_stop,Gifkendorf,,platform,POINT (10.5503194 53.1892645),yes,,,5361;5362,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5503194,53.1892645
386,node,297767103,bus_stop,B 209,HVV,platform,POINT (10.4945384 53.3681692),no,,"Artlenburg, B 209",,no,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4945384,53.3681692
387,node,319171756,bus_stop,Gerhart-Hauptmann-Straße,HVV,platform,POINT (10.3395324 53.2463836),,KVG,"Reppenstedt, Gerhart Hauptmann Straße",5013;5202;ASM,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3395324,53.2463836
388,node,355263024,bus_stop,Händelstraße,HVV,platform,POINT (10.3420038 53.2517922),,KVG,"Reppenstedt, Händelstraße",5013,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3420038,53.2517922
389,node,355265900,bus_stop,Alter Postweg,,platform,POINT (10.3435316 53.2525452),,,"Reppenstedt, Alter Postweg",5013;ASM,no,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3435316,53.2525452
390,node,357421278,bus_stop,Lessingstraße,HVV,platform,POINT (10.3398479 53.2496234),,KVG,"Reppenstedt, Lessingstraße",5013;5202;ASM,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3398479,53.2496234
391,node,359603064,bus_stop,Am Fuchsberg,HVV,platform,POINT (10.3473817 53.2531473),,KVG,"Reppenstedt, Am Fuchsberg",5013;ASM,no,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3473817,53.2531473
392,node,336245617,bus_stop,Im Westerfelde,HVV,platform,POINT (10.349476 53.2522281),,KVG,"Reppenstedt, Im Westerfelde",5013;ASM,no,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.349476,53.2522281
393,node,301866124,bus_stop,Behördenzentrum (Ost),HVV,platform,POINT (10.4313902 53.2509696),,KVG,"Lüneburg, Behördenzentrum (Ost)",,yes,no,,,5012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4313902,53.2509696
394,node,484379283,bus_stop,Psychiatrische Klinik,HVV,platform,POINT (10.3880794 53.2543494),,KVG,"Lüneburg, Psychiatrische Klinik",5009;ASM,yes,no,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3880794,53.2543494
395,node,386775036,bus_stop,Am Bruch,HVV,platform,POINT (10.3319859 53.3020685),,KVG,"Bardowick, Am Bruch",5403,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3319859,53.3020685
396,node,1603400020,bus_stop,Bei der Pferdehütte,HVV,platform,POINT (10.4047332 53.2741646),yes,KVG,"Lüneburg, Bei der Pferdehütte",5005;ASM,yes,no,,,,,,,,yes,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4047332,53.2741646
397,node,318656446,bus_stop,Alec-Moore-Straße,HVV,platform,POINT (10.3812801 53.2465139),no,KVG,"Lüneburg, Alec-Moore-Straße",,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3812801,53.2465139
399,node,89367284,bus_stop,Am Bargenturm,HVV,platform,POINT (10.3985975 53.2452478),no,KVG,"Lüneburg, Am Bargenturm",,no,no,,yes,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3985975,53.2452478
400,node,318404239,bus_stop,Heidkoppelweg,HVV,platform,POINT (10.4689526 53.2613986),,KVG,"Lüneburg, Heidkoppelweg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4689526,53.2613986
401,node,318404242,bus_stop,Memeler Straße,HVV,platform,POINT (10.4680489 53.2602671),,KVG,"Lüneburg, Memeler Straße",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4680489,53.2602671
402,node,318656460,bus_stop,William-Watt-Straße,HVV,platform,POINT (10.38069 53.2448537),yes,KVG,"Lüneburg, William-Watt-Straße",,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.38069,53.2448537
403,node,281778288,bus_stop,Allensteiner Straße,HVV,platform,POINT (10.463416 53.2641335),,KVG,"Lüneburg, Allensteiner Straße",,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.463416,53.2641335
406,node,275642168,bus_stop,"Erbstorf, Wendeplatz",HVV,platform,POINT (10.4763614 53.2737862),yes,KVG,"Erbstorf, Wendeplatz",5007;5918;5920;5925,yes,no,yes,yes,,,,,,yes,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4763614,53.2737862
408,node,178849093,bus_stop,Jüttkenmoor,HVV,platform,POINT (10.3849708 53.2479273),no,KVG,"Lüneburg, Jüttkenmoor",5015;ASM,no,no,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3849708,53.2479273
411,node,419272371,bus_stop,Am Ziegeleiteich,HVV,platform,POINT (10.4720436 53.2599796),,KVG,"Lüneburg, Am Ziegeleiteich",5015;5901;5918,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4720436,53.2599796
414,node,357349548,bus_stop,Ostlandstraße (Schule),HVV,platform,POINT (10.3500738 53.2485861),,KVG,"Reppenstedt, Ostlandstraße Schule",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3500738,53.2485861
415,node,262620087,bus_stop,Schnellenberger Weg,HVV,platform,POINT (10.3639159 53.2477958),,KVG,"Reppenstedt, Lüneburger Landstraße",,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3639159,53.2477958
417,node,357417529,bus_stop,Ostlandstraße Spielplatz,HVV,platform,POINT (10.3433004 53.2483843),,KVG,"Reppenstedt, Ostlandstraße Spielplatz",5013;5202;ASM,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3433004,53.2483843
418,node,336407095,bus_stop,Am Lerchenberg,HVV,platform,POINT (10.3674726 53.2470042),,KVG,"Reppenstedt, Am Lerchenberg",,yes,yes,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3674726,53.2470042
419,node,5363848753,bus_stop,Am Schwarzen Berg,HVV,platform,POINT (10.3434432 53.2453669),,KVG,"Reppenstedt, Am Schwarzen Berg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3434432,53.2453669
420,node,430344880,bus_stop,Steinweg,HVV,platform,POINT (10.4425957 53.2755805),,KVG,"Adendorf, Steinweg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4425957,53.2755805
421,node,3082975156,bus_stop,Im Gutspark,HVV,platform,POINT (10.4468141 53.286184),no,KVG,"Adendorf, Im Gutspark",5007;5920,no,no,,,,,,,,no,,,,yes,2021-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4468141,53.286184
422,node,430344915,bus_stop,Virchowstraße,HVV,platform,POINT (10.4469601 53.2814563),yes,KVG,"Adendorf, Virchowstraße",5925,no,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4469601,53.2814563
425,node,409100826,bus_stop,Teichaue,HVV,platform,POINT (10.449058 53.2865534),yes,KVG,"Adendorf, Teichaue",,yes,no,,,5007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.449058,53.2865534
426,node,312184964,bus_stop,Moorchaussee,HVV,platform,POINT (10.4478643 53.2889918),no,KVG,"Adendorf, Moorchaussee",,no,no,,,5007,,,,,,,,,,2021-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4478643,53.2889918
427,node,3119436266,bus_stop,Kastanienallee,HVV,platform,POINT (10.454844 53.2839238),no,KVG,"Adendorf, Kastanienallee",,no,no,,,,,,,,,,,,,2021-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.454844,53.2839238
429,node,3119436360,bus_stop,Katzenweg,HVV,platform,POINT (10.4572671 53.2868678),no,KVG,"Adendorf, Katzenweg",,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4572671,53.2868678
431,node,7607589705,bus_stop,Friedrich-Ludwig-Jahn-Straße,HVV,platform,POINT (10.4083952 53.235035),yes,KVG,"Lüneburg, Friedrich-Ludwig-Jahn-Straße",,yes,no,,yes,5012,,,,,yes,,,,,,Kein Kasseler Bord,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4083952,53.235035
432,node,111246659,bus_stop,Rotes Tor,HVV,platform,POINT (10.4097351 53.2437968),no,KVG,"Lüneburg, Rotes Tor",,no,no,,yes,5012,,,,,yes,,,,yes,,Kein Kasseler Bord,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4097351,53.2437968
433,node,195848633,bus_stop,Goethestraße,HVV,platform,POINT (10.4104754 53.2351006),yes,KVG,"Lüneburg, Goethestraße",,yes,no,,yes,5012,,,,,yes,,,,,,Kein Kasseler Bord,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4104754,53.2351006
436,node,208986248,bus_stop,Hagen Wendeplatz,HVV,platform,POINT (10.4519518 53.2428075),,KVG,"Lüneburg, Hagen (Wendeplatz)",,,,,yes,5012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4519518,53.2428075
439,node,317279940,bus_stop,Hopfengarten,HVV,platform,POINT (10.4278875 53.2510849),no,KVG,"Lüneburg, Hopfengarten",,no,no,,,5012,,,,,no,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4278875,53.2510849
440,node,268638460,bus_stop,Wielandstraße,HVV,platform,POINT (10.4108562 53.2377319),yes,KVG,"Lüneburg, Wielandstraße",,no,no,,yes,5012,,,,,yes,,,,,,Kein Kasseler Bord,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4108562,53.2377319
441,node,120036482,bus_stop,Hans-Steffens-Weg,HVV,platform,POINT (10.4349723 53.2509447),,KVG,"Lüneburg, Hans-Steffens-Weg",,no,,,,5012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4349723,53.2509447
442,node,322053497,bus_stop,Gaußstraße,HVV,platform,POINT (10.4047485 53.222771),,KVG,"Lüneburg, Gaußstraße",,,,,,5012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4047485,53.222771
448,node,273712613,bus_stop,Heinrich-Böll-Straße,HVV,platform,POINT (10.4039471 53.2267352),,KVG,"Lüneburg, Heinrich-Böll-Straße",,yes,no,,,5012,,,,,yes,,,,,,Kein Kasseler Bord,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4039471,53.2267352
453,node,275907714,bus_stop,Carl-von-Ossietzky-Straße,HVV,platform,POINT (10.4015929 53.2275296),yes,KVG,"Lüneburg, Carl-von-Ossietzky-Straße",,yes,no,,,5012,,,,,yes,,,,,,Kein Kasseler Bord,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4015929,53.2275296
454,node,3087504050,bus_stop,Otto-Brenner-Straße,HVV,platform,POINT (10.478437 53.2423045),no,KVG,"Lüneburg, Otto-Brenner-Straße",,no,no,,yes,5010,,,,,no,20141026,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.478437,53.2423045
455,node,119994939,bus_stop,Flugplatz,HVV,platform,POINT (10.4592049 53.2448717),no,KVG,"Lüneburg, Flugplatz",,no,no,,,5010,,,,,yes,20141026,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4592049,53.2448717
457,node,373161853,bus_stop,Walter-Bötcher-Straße,HVV,platform,POINT (10.4459578 53.2455633),no,KVG,"Lüneburg, Walter-Bötcher-Straße",,no,no,,yes,5010,limited,,,,no,20141026,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4459578,53.2455633
458,node,302304521,bus_stop,Stadtkoppel,HVV,platform,POINT (10.4492537 53.2461948),no,KVG,"Lüneburg, Auf den Blöcken",,no,no,,yes,5010,,,,,no,20141026,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4492537,53.2461948
459,node,7043202191,bus_stop,Kurt-Höbold-Straße,HVV,platform,POINT (10.4778019 53.2402935),no,KVG,"Lüneburg, Kurt-Höbold-Straße",,no,no,,,5010,,,,,no,20141026,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4778019,53.2402935
460,node,2843007891,bus_stop,Richard-Brauer-Straße,HVV,platform,POINT (10.4429666 53.2447657),no,KVG,"Lüneburg, Richard-Brauer-Straße",,no,no,,yes,5010,,,,,no,20141026,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4429666,53.2447657
461,node,3699972417,bus_stop,Elso-Klöver-Straße,HVV,platform,POINT (10.477347 53.2465791),no,KVG,"Lüneburg, Elso-Klöver-Straße",,no,no,,,5010,,,,,yes,20141026,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.477347,53.2465791
462,node,301866208,bus_stop,Gellersstraße,HVV,platform,POINT (10.4300483 53.2478555),no,KVG,"Lüneburg, Gellersstraße",,no,no,,yes,5010;5100;5120;5300;5304,,,,,yes,20141026,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4300483,53.2478555
463,node,7043202216,bus_stop,Wilhelm-Fressel-Straße,HVV,platform,POINT (10.4760492 53.2390287),no,KVG,"Lüneburg, Wilhelm-Fressel-Straße",,no,no,,,5010,,,,,no,20141026,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4760492,53.2390287
474,node,5849955401,bus_stop,Große Hof,HVV,platform,POINT (10.3745541 53.1342237),,,"Barnstedt, Große Hof",5600;5604;5606,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3745541,53.1342237
475,node,8526782425,bus_stop,Abzw. Betzendorf,HVV,platform,POINT (10.3727202 53.1351636),,,"Abzw. Betzendorf, Barnstedt",5600;5604;5606,yes,,,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3727202,53.1351636
476,node,196043670,bus_stop,Schildsteinweg,HVV,platform,POINT (10.3914278 53.2407532),no,KVG,"Lüneburg, Schildsteinweg",,no,no,,yes,5003,,,,,yes,,,,,,Kein Kasseler Bord,,Richtung SZ Oedeme / Teufelsküche,,,,,,,,,,,,,,,,,,,,,,,,,10.3914278,53.2407532
477,node,976986466,bus_stop,Bauerholzweg,HVV,platform,POINT (10.3722547 53.1388961),,,"Barnstedt, Bauerholzweg",5600;5604;5606,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3722547,53.1388961
478,node,276968755,bus_stop,Kampweg,HVV,platform,POINT (10.382554 53.1578114),yes,KVG,"Kolkhagen, Kampweg",5604;5606,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.382554,53.1578114
479,node,511089699,bus_stop,Wiesenweg,HVV,platform,POINT (10.3829747 53.1602771),,KVG,"Kolkhagen, Wiesenweg",5604;5606,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3829747,53.1602771
480,node,976986438,bus_stop,Mühlenberg,HVV,platform,POINT (10.3710862 53.1423653),yes,KVG,"Barnstedt, Mühlenberg",5604;5606,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3710862,53.1423653
481,node,277261028,bus_stop,Bokenkamp,HVV,platform,POINT (10.3636165 53.1457606),yes,,"Barnstedt, Bokenkamp",5600;5606,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3636165,53.1457606
482,node,302887839,bus_stop,Finanzamt,HVV,platform,POINT (10.4121817 53.2554488),no,KVG,"Lüneburg, Finanzamt",,no,no,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4121817,53.2554488
483,node,313957909,bus_stop,Auf dem Schmaarkamp,HVV,platform,POINT (10.4105509 53.2603115),no,KVG,"Lüneburg, Auf dem Schmaarkamp",,no,no,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4105509,53.2603115
484,node,1588318071,bus_stop,Auf der Hude,HVV,platform,POINT (10.4136152 53.2583328),no,KVG,"Lüneburg, Auf der Hude",5002;ASM,no,no,,yes,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4136152,53.2583328
488,node,2041723022,bus_stop,Tennispark,HVV,platform,POINT (10.3849925 53.2598361),yes,KVG,"Lüneburg, Tennispark",,yes,no,,yes,,limited,,,,no,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3849925,53.2598361
489,node,1305577576,bus_stop,Kiefernweg,HVV,platform,POINT (10.3526052 53.2753237),no,KVG,"Vögelsen, Kiefernweg",5009;5404;ASM,no,no,,yes,,limited,,,,,,,,,,,,,,,,,Q896916,de:Hamburger Verkehrsverbund,,,,,,,,,,,,,,,,,,,10.3526052,53.2753237
491,node,287098772,bus_stop,Brockwinkler Weg,HVV,platform,POINT (10.3866216 53.256493),no,KVG,"Lüneburg, Brockwinkler Weg",5009;ASM,no,no,,yes,,limited,,,,,,,,,,,,,,,Stimmt die Lage?,,,,,,,,,,,,,,,,,,,,,,10.3866216,53.256493
494,node,286287619,bus_stop,Dachtmisser Weg,HVV,platform,POINT (10.3477471 53.2780348),,KVG,"Vögelsen, Dachtmisser Weg",5009;5009;5404;ASM,yes,no,,yes,,limited,,,,,,,,,,,,,,,,,Q896916,de:Hamburger Verkehrsverbund,,,,,,0,,,,,,,,,,,,,10.3477471,53.2780348
495,node,703728543,bus_stop,Niendorfer Weg,HVV,platform,POINT (10.4727397 53.2140252),yes,,,5620,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4727397,53.2140252
499,node,7284444420,bus_stop,Große Straße,HVV,platform,POINT (10.4871138 53.3709802),no,,"Artlenburg, Große Straße",5900;5903,no,no,,,,limited,,,,yes,,,,,2021-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4871138,53.3709802
500,node,311219666,bus_stop,"Göddingen, Wöppenberg",,platform,POINT (10.7610009 53.2566452),yes,,,5103,yes,no,,,,,,,,,,,,,2021-04-18,,,,,,,,,,,,"Am Haltestellenschild steht noch ""Ortsmitte"".",,,,,,,,,,,,,,,,10.7610009,53.2566452
501,node,311219673,bus_stop,"Göddingen, Am Fischteich",,platform,POINT (10.7642906 53.2535523),no,,,5103,no,no,,,,,,,,,,,,,2021-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7642906,53.2535523
502,node,7023976079,bus_stop,Neu Oerzen,,platform,POINT (10.3184746 53.1792981),,,,5700,yes,no,,,,,,,,,,,,,,,,,,,,,,,Kein Kasseler Bord,,,,,,,,,,,,,,,,,,10.3184746,53.1792981
503,node,8708023922,bus_stop,"Wendhausen, Im Ort",,platform,POINT (10.5670338 53.2506276),yes,,,5110;5362;ASM,yes,yes,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5670338,53.2506276
